 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
3255,Lula Daniels,Female,34.0,Wyoming,Other,2017-11-18,28729.51,married,secondary,yes,yes,unknown,unknown,no,A03255
3256,Ernest Davis,Female,40.0,Wyoming,White Collar,2017-11-18,80143.45,married,primary,no,yes,telephone,unknown,no,A03256
3257,Eric Rose,Male,27.0,California,Blue Collar,2017-11-19,14723.96,married,tertiary,no,no,cellular,success,yes,A03257
3258,Cindy Becker,Female,42.0,California,White Collar,2017-11-19,37547.9,single,secondary,yes,no,unknown,unknown,no,A03258
3259,Isabel Cross,Female,37.0,California,White Collar,2017-11-19,38882.46,married,secondary,yes,no,telephone,unknown,no,A03259
3260,Max Rodgers,Male,51.0,Nevada,Blue Collar,2017-11-19,19051.39,married,secondary,yes,no,unknown,unknown,no,A03260
3261,Edwin Malone,Female,43.0,Nevada,Other,2017-11-19,13188.58,married,primary,no,no,cellular,other,no,A03261
3262,Tracy Reed,Female,28.0,Wyoming,White Collar,2017-11-19,102698.55,married,primary,no,no,cellular,unknown,no,A03262
3263,Della Jensen,Female,30.0,Wyoming,White Collar,2017-11-19,19609.09,divorced,secondary,no,no,unknown,unknown,no,A03263
3264,Bernadette Page,Female,39.0,Wyoming,Other,2017-11-19,102475.0,married,tertiary,yes,no,cellular,failure,no,A03264
3265,Joey Wong,Male,29.0,Wyoming,White Collar,2017-11-19,141077.96,single,tertiary,no,no,cellular,unknown,no,A03265
3266,Ivan Adkins,Male,34.0,California,Other,2017-11-20,101333.25,married,secondary,no,yes,cellular,unknown,no,A03266
3267,Max Rodgers,Male,36.0,California,White Collar,2017-11-20,94511.37,married,secondary,yes,no,cellular,other,no,A03267
3268,Ivan Adkins,Female,36.0,California,White Collar,2017-11-20,126406.25,married,secondary,no,no,unknown,unknown,no,A03268
3269,Elbert Klein,Male,32.0,California,White Collar,2017-11-20,13533.97,married,secondary,yes,no,cellular,unknown,no,A03269
3270,Billie Chandler,Female,37.0,California,Blue Collar,2017-11-20,16526.52,divorced,secondary,yes,no,unknown,unknown,no,A03270
3271,Tiffany May,Male,32.0,California,Blue Collar,2017-11-20,114166.88,married,secondary,no,no,cellular,success,no,A03271
3272,Della Jensen,Male,41.0,California,Other,2017-11-20,48828.13,married,secondary,yes,no,unknown,unknown,yes,A03272
3273,Don Gonzales,Female,39.0,California,Blue Collar,2017-11-20,15946.39,single,secondary,yes,no,cellular,other,no,A03273
3274,Marian Hill,Male,27.0,California,White Collar,2017-11-20,45175.13,single,tertiary,yes,no,cellular,unknown,no,A03274
3275,Bernadette Page,Male,47.0,Nevada,Other,2017-11-20,10873.39,married,tertiary,no,no,unknown,unknown,no,A03275
3276,Della Jensen,Female,39.0,California,White Collar,2017-11-21,157222.25,married,tertiary,no,no,cellular,unknown,no,A03276
3277,Billie Chandler,Male,42.0,California,White Collar,2017-11-21,17361.06,married,tertiary,yes,yes,cellular,unknown,no,A03277
3278,Salvador Bass,Female,21.0,California,White Collar,2017-11-21,4533.3,married,secondary,yes,no,unknown,unknown,no,A03278
3279,Drew Rogers,Male,36.0,California,Other,2017-11-21,141035.27,married,primary,no,no,telephone,failure,no,A03279
3280,Marian Hill,Female,35.0,California,White Collar,2017-11-21,30800.39,single,tertiary,yes,no,unknown,unknown,no,A03280
3281,Nellie Joseph,Male,27.0,California,White Collar,2017-11-21,79841.06,married,unknown,yes,no,unknown,unknown,no,A03281
3282,Lynette Brewer,Male,43.0,California,White Collar,2017-11-21,3908.73,single,secondary,yes,no,cellular,success,no,A03282
3283,Ernest Davis,Female,38.0,California,White Collar,2017-11-21,133022.58,married,secondary,yes,no,cellular,unknown,no,A03283
3284,Rachel Gomez,Female,35.0,California,White Collar,2017-11-21,44075.28,married,primary,yes,no,unknown,unknown,no,A03284
3285,Lance Yates,Female,49.0,California,Other,2017-11-21,134401.37,married,secondary,no,no,telephone,unknown,no,A03285
3286,Della Jensen,Male,38.0,California,White Collar,2017-11-21,31964.34,married,tertiary,no,no,cellular,unknown,no,A03286
3287,Charlie Wood,Female,32.0,California,White Collar,2017-11-21,111391.39,single,primary,yes,no,unknown,unknown,no,A03287
3288,Brooke Horton,Male,37.0,California,White Collar,2017-11-21,115155.58,single,secondary,yes,no,cellular,other,no,A03288
3289,Max Rodgers,Male,50.0,Nevada,Other,2017-11-21,148140.6,divorced,secondary,no,no,telephone,unknown,no,A03289
3290,Arturo Francis,Female,43.0,Nevada,Other,2017-11-21,61995.96,married,tertiary,no,no,telephone,unknown,no,A03290
3291,Allan Ramos,Female,42.0,Nevada,Other,2017-11-21,10321.1,married,primary,no,no,cellular,unknown,no,A03291
3292,Joey Wong,Male,51.0,Nevada,Blue Collar,2017-11-21,21975.07,married,tertiary,no,no,cellular,unknown,no,A03292
3293,Cecilia Manning,Male,47.0,Nevada,Blue Collar,2017-11-21,8768.63,single,tertiary,no,no,cellular,unknown,no,A03293
3294,Bobbie Ryan,Male,55.0,Nevada,Blue Collar,2017-11-21,106381.66,divorced,primary,yes,no,cellular,unknown,no,A03294
3295,Ernest Davis,Male,51.0,Nevada,Other,2017-11-21,55703.7,married,tertiary,yes,yes,cellular,unknown,no,A03295
3296,Della Jensen,Male,26.0,Nevada,Blue Collar,2017-11-21,59140.87,divorced,secondary,yes,no,cellular,failure,no,A03296
3297,Carla Mccormick,Male,54.0,Nevada,Blue Collar,2017-11-21,11059.31,married,secondary,no,yes,unknown,unknown,no,A03297
3298,Lula Daniels,Female,53.0,Nevada,Other,2017-11-21,694.06,single,tertiary,no,no,cellular,other,yes,A03298
3299,Della Jensen,Male,34.0,Wyoming,White Collar,2017-11-21,49030.34,single,tertiary,yes,no,cellular,other,no,A03299
3300,Ruben Nunez,Male,38.0,California,Other,2017-11-22,96280.51,single,tertiary,yes,no,cellular,failure,no,A03300
3301,Christina Fuller,Male,46.0,California,White Collar,2017-11-22,71504.13,married,tertiary,yes,no,unknown,unknown,no,A03301
3302,Cassandra Franklin,Female,36.0,California,White Collar,2017-11-22,115750.45,married,tertiary,yes,no,cellular,other,yes,A03302
3303,Iris Underwood,Female,47.0,California,Blue Collar,2017-11-22,23417.88,divorced,tertiary,yes,yes,cellular,unknown,no,A03303
3304,Don Gonzales,Male,28.0,California,Other,2017-11-22,123650.84,divorced,secondary,yes,no,cellular,other,no,A03304
3305,Brooke Horton,Female,45.0,Nevada,Other,2017-11-22,9217.91,married,tertiary,no,no,cellular,failure,yes,A03305
3306,Willie Vega,Male,35.0,Nevada,Other,2017-11-22,50111.66,single,secondary,no,no,cellular,unknown,yes,A03306
3307,Elvira Bowman,Female,53.0,California,Other,2017-11-23,54207.1,married,secondary,no,no,unknown,unknown,no,A03307
3308,Ruben Nunez,Male,31.0,California,White Collar,2017-11-23,30662.03,single,secondary,yes,no,unknown,unknown,no,A03308
3309,Bobbie Ryan,Female,43.0,California,White Collar,2017-11-23,24045.37,married,secondary,yes,no,unknown,unknown,no,A03309
3310,Paulette Spencer,Female,28.0,California,White Collar,2017-11-23,88435.7,single,secondary,yes,no,cellular,unknown,no,A03310
3311,Jenny Garcia,Male,43.0,California,White Collar,2017-11-23,67797.88,single,tertiary,yes,no,unknown,unknown,no,A03311
3312,Lorraine Gibson,Female,32.0,California,White Collar,2017-11-23,70583.22,married,primary,no,no,cellular,unknown,yes,A03312
3313,Sandra Floyd,Female,30.0,California,White Collar,2017-11-23,41695.93,divorced,secondary,yes,no,cellular,unknown,no,A03313
3314,Eddie Green,Male,32.0,California,Other,2017-11-23,1010.28,married,primary,no,no,unknown,unknown,no,A03314
3315,Woodrow Colon,Female,29.0,California,White Collar,2017-11-23,58691.39,married,tertiary,no,no,cellular,failure,no,A03315
3316,Salvador Bass,Female,30.0,California,Other,2017-11-23,78318.45,married,tertiary,yes,no,cellular,failure,yes,A03316
3317,Rachel Gomez,Male,41.0,California,White Collar,2017-11-23,95750.22,married,secondary,no,no,cellular,unknown,no,A03317
3318,Blake Bridges,Male,50.0,Nevada,Other,2017-11-23,86017.01,single,tertiary,no,no,cellular,failure,yes,A03318
3319,Cecilia Manning,Male,22.0,Wyoming,White Collar,2017-11-23,37639.87,married,secondary,no,no,telephone,unknown,no,A03319
3320,Lance Yates,Male,27.0,Wyoming,White Collar,2017-11-23,11785.43,married,secondary,no,no,unknown,unknown,no,A03320
3321,Andrew Meyer,Female,27.0,Oregon,White Collar,2017-11-23,47190.4,single,secondary,yes,no,cellular,unknown,no,A03321
3322,Max Rodgers,Male,47.0,California,White Collar,2017-11-24,18360.13,divorced,primary,yes,no,cellular,unknown,yes,A03322
3323,Mable Lindsey,Female,32.0,California,Other,2017-11-24,92953.12,single,secondary,yes,no,unknown,unknown,no,A03323
3324,Della Jensen,Female,35.0,California,Other,2017-11-24,42664.7,married,tertiary,no,no,cellular,unknown,no,A03324
3325,Della Jensen,Female,35.0,California,Blue Collar,2017-11-24,65422.16,single,tertiary,no,no,unknown,unknown,no,A03325
3326,Trevor Jones,Female,35.0,California,Other,2017-11-24,45011.48,single,secondary,yes,no,unknown,unknown,no,A03326
3327,Robert Munoz,Female,36.0,California,White Collar,2017-11-24,41981.13,married,primary,no,no,unknown,unknown,no,A03327
3328,Shari Silva,Male,50.0,California,White Collar,2017-11-24,26050.54,married,primary,yes,no,cellular,unknown,no,A03328
3329,Salvador Bass,Female,32.0,California,White Collar,2017-11-24,102346.57,single,tertiary,yes,no,cellular,unknown,no,A03329
3330,Donna Reid,Female,40.0,California,Other,2017-11-24,79059.39,divorced,tertiary,yes,yes,cellular,unknown,no,A03330
3331,Johanna Boone,Male,44.0,California,Other,2017-11-24,38459.33,married,secondary,no,yes,cellular,unknown,no,A03331
3332,Lula Daniels,Male,21.0,California,White Collar,2017-11-24,131562.24,married,unknown,yes,no,cellular,success,yes,A03332
3333,Sonya Mullins,Male,37.0,California,Blue Collar,2017-11-24,186884.67,married,tertiary,yes,no,cellular,failure,no,A03333
3334,Fernando Rowe,Male,39.0,California,White Collar,2017-11-24,82306.52,married,secondary,yes,no,telephone,unknown,yes,A03334
3335,Isabel Cross,Female,30.0,California,White Collar,2017-11-24,64991.1,divorced,primary,no,no,cellular,unknown,no,A03335
3336,Joey Wong,Male,53.0,Nevada,Other,2017-11-24,55857.07,married,secondary,yes,no,cellular,failure,no,A03336
3337,Drew Rogers,Female,48.0,Nevada,Other,2017-11-24,52522.34,married,secondary,yes,no,unknown,unknown,no,A03337
3338,Sonya Mullins,Male,60.0,Nevada,Blue Collar,2017-11-24,78718.73,married,primary,yes,no,unknown,unknown,no,A03338
3339,Ivan Adkins,Male,55.0,Nevada,Other,2017-11-24,35865.64,married,secondary,yes,no,unknown,unknown,no,A03339
3340,Joey Wong,Male,59.0,Nevada,Blue Collar,2017-11-24,95835.28,divorced,secondary,no,yes,unknown,unknown,no,A03340
3341,Bobbie Ryan,Male,46.0,Nevada,Blue Collar,2017-11-24,148351.1,married,primary,no,no,unknown,unknown,no,A03341
3342,Lorraine Gibson,Female,28.0,Wyoming,White Collar,2017-11-24,45321.27,married,secondary,no,no,cellular,unknown,yes,A03342
3343,Beth Tucker,Female,35.0,Wyoming,White Collar,2017-11-24,5987.13,married,secondary,yes,no,unknown,unknown,no,A03343
3344,Mable Lindsey,Female,35.0,Wyoming,White Collar,2017-11-24,58775.07,married,secondary,yes,yes,cellular,failure,no,A03344
3345,Trevor Jones,Male,38.0,California,White Collar,2017-11-25,45120.12,single,primary,no,no,cellular,unknown,no,A03345
3346,Brooke Horton,Female,37.0,California,White Collar,2017-11-25,76559.28,divorced,secondary,yes,no,unknown,unknown,no,A03346
3347,Nellie Joseph,Male,24.0,California,White Collar,2017-11-25,3150.03,married,secondary,yes,no,cellular,failure,no,A03347
3348,Tracy Reed,Male,40.0,California,White Collar,2017-11-25,99870.54,married,tertiary,yes,no,cellular,unknown,no,A03348
3349,Edwin Malone,Female,41.0,California,Blue Collar,2017-11-25,79091.04,single,secondary,no,no,cellular,unknown,no,A03349
3350,Lula Daniels,Male,34.0,California,Blue Collar,2017-11-25,71622.57,married,tertiary,no,no,cellular,unknown,no,A03350
3351,Ernest Davis,Female,54.0,Nevada,White Collar,2017-11-25,32764.22,married,secondary,yes,no,cellular,failure,no,A03351
3352,Ernest Davis,Male,43.0,Nevada,Blue Collar,2017-11-25,49602.49,married,secondary,yes,yes,cellular,unknown,no,A03352
3353,Cindy Becker,Male,55.0,Nevada,Blue Collar,2017-11-25,89486.7,married,tertiary,yes,no,cellular,unknown,no,A03353
3354,Austin Reynolds,Male,48.0,Nevada,Blue Collar,2017-11-25,41966.49,divorced,tertiary,yes,no,cellular,unknown,no,A03354
3355,Bobbie Ryan,Female,47.0,Wyoming,White Collar,2017-11-25,5947.73,married,secondary,no,no,cellular,unknown,no,A03355
3356,Elaine Ellis,Male,42.0,Wyoming,White Collar,2017-11-25,65696.22,married,primary,yes,no,unknown,unknown,no,A03356
3357,Max Rodgers,Male,36.0,Wyoming,Blue Collar,2017-11-25,133919.82,married,secondary,yes,no,cellular,unknown,no,A03357
3358,Don Gonzales,Female,36.0,California,White Collar,2017-11-26,13963.45,married,primary,yes,no,unknown,unknown,no,A03358
3359,Christy Olson,Female,22.0,California,Blue Collar,2017-11-26,130596.88,married,tertiary,no,no,cellular,unknown,no,A03359
3360,Felicia Jennings,Male,32.0,California,White Collar,2017-11-26,29559.88,single,secondary,no,yes,unknown,unknown,no,A03360
3361,Woodrow Colon,Male,34.0,California,White Collar,2017-11-26,5545.99,married,primary,no,no,telephone,unknown,yes,A03361
3362,Sandra Floyd,Female,45.0,California,Other,2017-11-26,54167.18,married,primary,yes,no,cellular,unknown,no,A03362
3363,Ivan Adkins,Female,42.0,California,White Collar,2017-11-26,43474.81,single,secondary,no,no,unknown,unknown,no,A03363
3364,Drew Rogers,Male,35.0,California,Blue Collar,2017-11-26,55709.46,married,secondary,yes,no,unknown,unknown,no,A03364
3365,Elaine Ellis,Female,29.0,California,Other,2017-11-26,44259.01,divorced,secondary,no,yes,unknown,unknown,no,A03365
3366,Shari Silva,Male,44.0,Nevada,Other,2017-11-26,42505.87,married,secondary,yes,no,cellular,failure,no,A03366
3367,Rachel Gomez,Male,47.0,Nevada,Blue Collar,2017-11-26,32440.37,married,primary,no,no,cellular,unknown,no,A03367
3368,Salvador Bass,Male,28.0,Wyoming,Blue Collar,2017-11-26,7194.01,married,secondary,no,no,cellular,unknown,yes,A03368
3369,Robert Munoz,Female,41.0,Wyoming,White Collar,2017-11-26,81636.07,divorced,secondary,no,no,cellular,failure,no,A03369
3370,Edwin Malone,Female,20.0,Oregon,Other,2017-11-26,123280.52,divorced,secondary,yes,no,unknown,unknown,no,A03370
3371,Elbert Klein,Female,39.0,California,White Collar,2017-11-27,66576.21,single,tertiary,no,no,cellular,success,no,A03371
3372,Ben Perez,Female,42.0,California,White Collar,2017-11-27,127902.12,married,tertiary,yes,no,cellular,failure,no,A03372
3373,Guillermo Potter,Female,41.0,California,White Collar,2017-11-27,6681.15,single,tertiary,yes,yes,unknown,unknown,no,A03373
3374,Salvador Bass,Male,42.0,California,Blue Collar,2017-11-27,88297.91,single,tertiary,no,no,cellular,unknown,no,A03374
3375,Trevor Jones,Female,28.0,California,White Collar,2017-11-27,42986.73,married,secondary,yes,no,cellular,other,no,A03375
3376,Cassandra Franklin,Male,25.0,California,Other,2017-11-27,112473.03,married,unknown,no,no,cellular,unknown,no,A03376
3377,Eddie Green,Female,29.0,California,Other,2017-11-27,17518.97,single,secondary,yes,no,cellular,unknown,no,A03377
3378,Edwin Malone,Male,31.0,California,Blue Collar,2017-11-27,24254.6,married,unknown,no,no,cellular,failure,no,A03378
3379,Billie Chandler,Female,34.0,California,White Collar,2017-11-27,91903.0,married,secondary,yes,no,cellular,unknown,no,A03379
3380,Ellen Weaver,Male,20.0,California,White Collar,2017-11-27,17065.07,divorced,unknown,yes,no,cellular,failure,no,A03380
3381,Charlie Wood,Female,23.0,California,Other,2017-11-27,8109.3,single,secondary,yes,no,cellular,other,no,A03381
3382,Cassandra Franklin,Female,41.0,California,White Collar,2017-11-27,64049.39,married,secondary,yes,no,unknown,unknown,no,A03382
3383,Tiffany May,Male,47.0,California,White Collar,2017-11-27,9896.58,married,unknown,yes,no,cellular,failure,no,A03383
3384,Herman Williams,Male,47.0,California,Other,2017-11-27,34883.43,married,secondary,yes,no,cellular,unknown,no,A03384
3385,Drew Rogers,Male,32.0,California,White Collar,2017-11-27,38182.4,single,secondary,yes,no,cellular,unknown,no,A03385
3386,Andrew Meyer,Female,54.0,California,White Collar,2017-11-27,32227.73,single,tertiary,no,no,cellular,success,yes,A03386
3387,Jenny Garcia,Male,29.0,California,White Collar,2017-11-27,21173.51,married,secondary,yes,no,unknown,unknown,no,A03387
3388,Pauline Beck,Female,35.0,California,White Collar,2017-11-27,8361.64,single,tertiary,yes,no,unknown,unknown,no,A03388
3389,Isabel Cross,Female,33.0,California,Blue Collar,2017-11-27,59977.69,married,secondary,yes,yes,cellular,unknown,no,A03389
3390,Drew Rogers,Female,35.0,California,Other,2017-11-27,81627.82,divorced,secondary,yes,no,unknown,unknown,no,A03390
3391,Dan Peterson,Male,42.0,California,Blue Collar,2017-11-27,106580.22,married,primary,yes,yes,cellular,unknown,no,A03391
3392,Herman Williams,Male,33.0,California,White Collar,2017-11-27,31975.33,married,unknown,yes,no,unknown,unknown,no,A03392
3393,Sonya Mullins,Male,38.0,California,White Collar,2017-11-27,20669.79,married,secondary,yes,no,telephone,unknown,no,A03393
3394,Kyle Carr,Male,25.0,California,Blue Collar,2017-11-27,36366.22,married,tertiary,yes,no,unknown,unknown,no,A03394
3395,Trevor Jones,Male,33.0,California,Other,2017-11-27,11516.24,married,secondary,no,no,cellular,other,yes,A03395
3396,Shari Silva,Male,44.0,California,White Collar,2017-11-27,46362.01,married,secondary,yes,no,unknown,unknown,no,A03396
3397,Robert Munoz,Female,30.0,California,White Collar,2017-11-27,414.96,married,secondary,yes,no,unknown,unknown,no,A03397
3398,Patty Thompson,Male,41.0,California,White Collar,2017-11-27,16572.94,married,secondary,yes,no,unknown,unknown,no,A03398
3399,Guillermo Potter,Female,44.0,Nevada,Other,2017-11-27,88657.6,married,secondary,no,yes,cellular,unknown,no,A03399
3400,Iris Underwood,Male,52.0,Nevada,Other,2017-11-27,72539.52,married,tertiary,yes,no,unknown,unknown,no,A03400
3401,Peter Hodges,Female,47.0,Nevada,Other,2017-11-27,145021.55,married,tertiary,no,yes,cellular,unknown,no,A03401
3402,Brooke Horton,Male,47.0,Nevada,Blue Collar,2017-11-27,34246.34,single,tertiary,yes,no,unknown,unknown,no,A03402
3403,Robert Munoz,Female,61.0,Nevada,Blue Collar,2017-11-27,2102.28,single,tertiary,no,no,unknown,unknown,no,A03403
3404,Eric Rose,Male,49.0,Nevada,Blue Collar,2017-11-27,15394.75,married,tertiary,no,yes,cellular,unknown,no,A03404
3405,Ruben Nunez,Male,63.0,Nevada,Blue Collar,2017-11-27,54340.61,single,tertiary,yes,no,cellular,unknown,no,A03405
3406,Isabel Cross,Male,32.0,Nevada,Blue Collar,2017-11-27,32020.55,married,secondary,yes,no,unknown,unknown,no,A03406
3407,Iris Underwood,Male,61.0,Nevada,Blue Collar,2017-11-27,30754.06,single,secondary,yes,yes,cellular,unknown,no,A03407
3408,Fernando Rowe,Male,30.0,Wyoming,White Collar,2017-11-27,10520.4,divorced,tertiary,yes,no,cellular,other,no,A03408
3409,Edwin Malone,Male,18.0,Wyoming,Blue Collar,2017-11-27,115941.81,single,tertiary,yes,no,telephone,failure,no,A03409
3410,Brooke Horton,Male,31.0,Wyoming,Blue Collar,2017-11-27,21827.22,single,primary,no,no,unknown,unknown,no,A03410
3411,Tiffany May,Male,46.0,Wyoming,Other,2017-11-27,57402.7,married,tertiary,yes,no,cellular,unknown,no,A03411
3412,Rachel Gomez,Female,39.0,Wyoming,White Collar,2017-11-27,72407.79,married,tertiary,no,no,cellular,unknown,no,A03412
3413,Beth Tucker,Male,44.0,Wyoming,White Collar,2017-11-27,39554.37,married,secondary,yes,yes,cellular,failure,no,A03413
3414,Christy Olson,Female,33.0,Wyoming,White Collar,2017-11-27,106463.82,single,tertiary,no,no,cellular,unknown,yes,A03414
3415,Cassandra Franklin,Female,19.0,Oregon,Other,2017-11-27,3258.49,single,secondary,no,no,cellular,unknown,no,A03415
3416,Lynette Brewer,Female,35.0,California,White Collar,2017-11-28,21648.01,single,secondary,yes,no,cellular,unknown,no,A03416
3417,Fernando Rowe,Male,42.0,California,White Collar,2017-11-28,65105.84,single,tertiary,no,yes,cellular,unknown,no,A03417
3418,Willie Vega,Female,37.0,California,Other,2017-11-28,39518.45,divorced,tertiary,yes,no,telephone,unknown,no,A03418
3419,Della Jensen,Female,32.0,California,White Collar,2017-11-28,38945.12,married,secondary,yes,yes,unknown,unknown,no,A03419
3420,Shari Silva,Female,50.0,California,White Collar,2017-11-28,39222.94,married,secondary,no,yes,cellular,other,no,A03420
3421,Johanna Boone,Male,25.0,California,Other,2017-11-28,122119.27,single,tertiary,no,no,cellular,unknown,no,A03421
3422,Rachel Gomez,Female,25.0,California,White Collar,2017-11-28,66029.54,married,primary,yes,no,cellular,unknown,no,A03422
3423,Elbert Klein,Male,32.0,California,White Collar,2017-11-28,78650.67,married,tertiary,no,no,unknown,unknown,yes,A03423
3424,Ruben Nunez,Female,50.0,Nevada,White Collar,2017-11-28,58895.12,married,primary,no,no,cellular,unknown,no,A03424
3425,Donna Reid,Female,33.0,Nevada,White Collar,2017-11-28,629.78,married,secondary,no,no,cellular,unknown,yes,A03425
3426,Blake Bridges,Male,53.0,Nevada,Other,2017-11-28,79632.46,single,tertiary,no,no,cellular,unknown,no,A03426
3427,Colleen Warren,Male,51.0,Nevada,Other,2017-11-28,48823.54,married,primary,yes,no,cellular,other,no,A03427
3428,Salvador Bass,Male,61.0,Nevada,Blue Collar,2017-11-28,63972.27,married,secondary,no,no,cellular,unknown,no,A03428
3429,Robert Munoz,Female,28.0,Wyoming,White Collar,2017-11-28,5754.13,married,tertiary,no,no,cellular,unknown,no,A03429
3430,Ruben Nunez,Female,29.0,Wyoming,Blue Collar,2017-11-28,34401.15,married,primary,yes,no,cellular,failure,no,A03430
3431,Woodrow Colon,Female,24.0,Wyoming,Blue Collar,2017-11-28,28145.82,single,tertiary,yes,no,cellular,unknown,no,A03431
3432,Salvador Bass,Female,40.0,Wyoming,White Collar,2017-11-28,62794.24,single,secondary,no,no,cellular,unknown,yes,A03432
3433,Lynette Brewer,Female,35.0,Wyoming,White Collar,2017-11-28,138489.04,married,secondary,yes,no,unknown,unknown,no,A03433
3434,Lee Mack,Female,33.0,California,White Collar,2017-11-29,18442.73,married,secondary,no,no,cellular,other,no,A03434
3435,Iris Underwood,Male,31.0,California,White Collar,2017-11-29,26046.58,single,tertiary,yes,no,cellular,failure,no,A03435
3436,Jenny Garcia,Female,36.0,California,Other,2017-11-29,46830.42,married,secondary,yes,no,unknown,unknown,no,A03436
3437,Colleen Warren,Female,24.0,California,Other,2017-11-29,80922.09,married,secondary,yes,no,cellular,unknown,no,A03437
3438,Lance Yates,Female,32.0,California,White Collar,2017-11-29,107560.46,single,secondary,yes,no,cellular,unknown,no,A03438
3439,Della Jensen,Male,54.0,Nevada,Other,2017-11-29,107365.39,married,unknown,no,no,unknown,unknown,no,A03439
3440,Bernadette Page,Male,61.0,Nevada,Blue Collar,2017-11-29,35087.54,married,secondary,no,no,cellular,other,no,A03440
3441,Sonya Mullins,Male,42.0,Nevada,Blue Collar,2017-11-29,44238.7,married,secondary,yes,yes,cellular,unknown,no,A03441
3442,Cecilia Manning,Male,34.0,Wyoming,Other,2017-11-29,64955.09,married,secondary,yes,yes,cellular,unknown,no,A03442
3443,Lee Mack,Female,21.0,Oregon,Blue Collar,2017-11-29,77036.75,married,primary,no,no,unknown,unknown,no,A03443
3444,Paulette Spencer,Male,25.0,California,White Collar,2017-11-30,115855.81,married,secondary,yes,no,cellular,unknown,no,A03444
3445,Austin Reynolds,Female,36.0,California,White Collar,2017-11-30,75382.63,divorced,secondary,yes,no,unknown,unknown,no,A03445
3446,Elvira Bowman,Female,18.0,California,White Collar,2017-11-30,139705.75,married,secondary,no,no,unknown,unknown,no,A03446
3447,Don Gonzales,Female,34.0,California,White Collar,2017-11-30,8762.49,married,secondary,no,no,cellular,failure,no,A03447
3448,Ernest Davis,Male,31.0,California,White Collar,2017-11-30,7727.76,married,tertiary,no,no,unknown,unknown,no,A03448
3449,Salvador Bass,Female,39.0,California,White Collar,2017-11-30,60527.88,divorced,secondary,no,no,cellular,unknown,no,A03449
3450,Sandra Floyd,Male,35.0,California,White Collar,2017-11-30,271164.18,single,secondary,no,no,cellular,unknown,no,A03450
3451,Edwin Malone,Male,36.0,California,White Collar,2017-11-30,45171.19,married,primary,yes,no,unknown,unknown,no,A03451
3452,Salvador Bass,Male,40.0,California,Blue Collar,2017-11-30,46199.87,single,primary,no,no,unknown,unknown,no,A03452
3453,Fernando Rowe,Female,36.0,California,Other,2017-11-30,105497.55,married,secondary,yes,no,cellular,unknown,no,A03453
3454,Ben Perez,Female,32.0,California,White Collar,2017-11-30,146334.06,single,secondary,yes,no,unknown,unknown,no,A03454
3455,Rachel Gomez,Female,39.0,California,White Collar,2017-11-30,167163.24,divorced,secondary,yes,no,unknown,unknown,no,A03455
3456,Ben Perez,Male,38.0,California,Blue Collar,2017-11-30,29963.88,divorced,secondary,no,yes,unknown,unknown,no,A03456
3457,Allan Ramos,Female,24.0,California,White Collar,2017-11-30,146037.85,married,secondary,no,no,cellular,unknown,no,A03457
3458,Shari Silva,Female,45.0,California,White Collar,2017-11-30,62550.37,single,tertiary,yes,no,unknown,unknown,no,A03458
3459,Isabel Cross,Female,55.0,Nevada,White Collar,2017-11-30,101307.39,married,secondary,no,no,cellular,unknown,yes,A03459
3460,Donna Reid,Male,51.0,Nevada,Other,2017-11-30,6824.28,single,primary,yes,no,cellular,unknown,no,A03460
3461,Allan Ramos,Female,56.0,Nevada,Other,2017-11-30,6134.39,married,secondary,yes,no,unknown,unknown,no,A03461
3462,Marian Hill,Male,44.0,Nevada,White Collar,2017-11-30,58165.43,single,secondary,no,no,cellular,unknown,no,A03462
3463,Salvador Bass,Male,49.0,Nevada,Other,2017-11-30,106427.34,married,secondary,yes,no,telephone,failure,no,A03463
3464,Cindy Becker,Female,58.0,Nevada,Other,2017-11-30,115677.13,married,secondary,no,no,cellular,other,no,A03464
3465,Tiffany May,Female,42.0,Wyoming,White Collar,2017-11-30,25654.78,single,secondary,yes,yes,cellular,unknown,no,A03465
3466,Blake Bridges,Female,44.0,Wyoming,Other,2017-11-30,66792.57,married,secondary,yes,no,unknown,unknown,no,A03466
3467,Mable Lindsey,Female,31.0,Wyoming,White Collar,2017-11-30,9032.13,divorced,secondary,yes,no,cellular,unknown,no,A03467
3468,Salvador Bass,Male,41.0,Wyoming,Blue Collar,2017-11-30,114.13,divorced,tertiary,yes,no,unknown,unknown,no,A03468
3469,Brooke Horton,Female,37.0,Wyoming,White Collar,2017-11-30,37160.39,divorced,secondary,no,yes,unknown,unknown,no,A03469
3470,Peter Hodges,Female,41.0,Wyoming,White Collar,2017-11-30,17360.43,married,primary,yes,no,cellular,unknown,no,A03470
3471,Andrew Meyer,Female,20.0,Wyoming,White Collar,2017-11-30,102340.63,single,secondary,yes,yes,unknown,unknown,no,A03471
3472,Brooke Horton,Female,34.0,Oregon,Blue Collar,2017-11-30,22779.82,married,primary,yes,no,cellular,failure,no,A03472
3473,Donna Reid,Female,42.0,California,White Collar,2017-12-01,67575.84,married,secondary,yes,no,unknown,unknown,no,A03473
